08:00:25.726  异常信息：由于连接方在一段时间后没有正确答复或连接的主机没有反应，连接尝试失败。 192.168.1.188:80
08:22:38.519 @PLT001 20171206001
08:22:38.521 @PLT002 20171130001
08:22:38.522 @PLT003 1745
08:22:38.523 @PLT004 51-1.001.02.013
08:22:38.524 @PLT007 2017/11/27 0:00:00
08:22:38.525 @PLT008 
08:22:38.526 @PLT009 2018/8/6 8:22:37
08:22:38.527 @PLT010 系统管理员
08:22:38.528 @PLT012 80
08:22:38.531 @PLT001 20171206001
08:22:38.532 @PLT002 
08:22:38.533 @PLT003 1746
08:22:38.534 @PLT004 51-1.008.03.003
08:22:38.535 @PLT007 2017/12/4 0:00:00
08:22:38.536 @PLT008 座板少做3块，已包皮，配用仓有配
08:22:38.537 @PLT009 2018/8/6 8:22:37
08:22:38.538 @PLT010 系统管理员
08:22:38.539 @PLT012 20
08:22:38.544 @PRS001 1746
08:22:38.545 @PRS002 51-1.002.02.005
08:22:38.546 @PRS007 2017/12/4 0:00:00
08:22:38.547 @PRS001 1746
08:22:38.548 @PRS002 58-1.007.03.002
08:22:38.549 @PRS007 2017/12/4 0:00:00
08:22:38.552 @PLT001 20171206001
08:22:38.553 @PLT002 
08:22:38.554 @PLT003 1746
08:22:38.555 @PLT004 51-1.001.03.001-3
08:22:38.556 @PLT007 2017/12/4 0:00:00
08:22:38.557 @PLT008 
08:22:38.558 @PLT009 2018/8/6 8:22:37
08:22:38.559 @PLT010 系统管理员
08:22:38.560 @PLT012 60
08:22:38.563 @PLT001 20171206001
08:22:38.564 @PLT002 
08:22:38.565 @PLT003 1746
08:22:38.566 @PLT004 51-1.001.03.006
08:22:38.567 @PLT007 2017/12/4 0:00:00
08:22:38.568 @PLT008 
08:22:38.569 @PLT009 2018/8/6 8:22:37
08:22:38.570 @PLT010 系统管理员
08:22:38.571 @PLT012 100
08:22:38.575 @PLT001 20171206001
08:22:38.576 @PLT002 
08:22:38.577 @PLT003 1746
08:22:38.577 @PLT004 51-1.005.06.004
08:22:38.578 @PLT007 2017/12/4 0:00:00
08:22:38.579 @PLT008 
08:22:38.580 @PLT009 2018/8/6 8:22:37
08:22:38.581 @PLT010 系统管理员
08:22:38.582 @PLT012 20
08:22:38.586 @PLT001 20171206001
08:22:38.587 @PLT002 
08:22:38.588 @PLT003 1746
08:22:38.589 @PLT004 51-1.003.03.012
08:22:38.590 @PLT007 2017/12/4 0:00:00
08:22:38.590 @PLT008 
08:22:38.591 @PLT009 2018/8/6 8:22:37
08:22:38.592 @PLT010 系统管理员
08:22:38.593 @PLT012 40
08:22:38.597 @PRS001 1746
08:22:38.598 @PRS002 58-1.008.01.002
08:22:38.599 @PRS007 2017/12/4 0:00:00
08:22:38.601 @PLT001 20171206001
08:22:38.602 @PLT002 
08:22:38.603 @PLT003 1746
08:22:38.604 @PLT004 58-1.005.02.001
08:22:38.604 @PLT007 2017/12/4 0:00:00
08:22:38.605 @PLT008 
08:22:38.606 @PLT009 2018/8/6 8:22:37
08:22:38.607 @PLT010 系统管理员
08:22:38.608 @PLT012 20
08:22:38.611 @PLT001 20171206001
08:22:38.613 @PLT002 20171130001
08:22:38.614 @PLT003 1745
08:22:38.615 @PLT004 51-1.003.03.011
08:22:38.616 @PLT007 2017/11/27 0:00:00
08:22:38.617 @PLT008 
08:22:38.618 @PLT009 2018/8/6 8:22:37
08:22:38.620 @PLT010 系统管理员
08:22:38.621 @PLT012 10
08:22:38.627 @PLT001 20171206001
08:22:38.628 @PLT002 
08:22:38.629 @PLT003 1746
08:22:38.630 @PLT004 51-1.001.02.014
08:22:38.631 @PLT007 2017/12/4 0:00:00
08:22:38.632 @PLT008 靠板1764*毛588*25少做3块，3
08:22:38.633 @PLT009 2018/8/6 8:22:37
08:22:38.634 @PLT010 系统管理员
08:22:38.635 @PLT012 20
08:22:38.640 @PRS001 1746
08:22:38.641 @PRS002 64-1.005.01.007-1
08:22:38.642 @PRS007 2017/12/4 0:00:00
08:22:38.644 @PLT001 20171206001
08:22:38.645 @PLT002 
08:22:38.646 @PLT003 1746
08:22:38.647 @PLT004 52-2.003.03.002
08:22:38.648 @PLT007 2017/12/4 0:00:00
08:22:38.649 @PLT008 
08:22:38.649 @PLT009 2018/8/6 8:22:37
08:22:38.650 @PLT010 系统管理员
08:22:38.652 @PLT012 10
08:22:38.655 @PLT001 20171206001
08:22:38.656 @PLT002 
08:22:38.657 @PLT003 1746
08:22:38.658 @PLT004 51-1.004.01.003
08:22:38.659 @PLT007 2017/12/4 0:00:00
08:22:38.660 @PLT008 
08:22:38.661 @PLT009 2018/8/6 8:22:37
08:22:38.662 @PLT010 系统管理员
08:22:38.663 @PLT012 100
08:22:38.667 @PRS001 1746
08:22:38.668 @PRS002 51-1.001.03.005
08:22:38.669 @PRS007 2017/12/4 0:00:00
08:22:38.670 @PLT001 20171206001
08:22:38.672 @PLT002 
08:22:38.673 @PLT003 1746
08:22:38.674 @PLT004 58-1.008.01.002
08:22:38.675 @PLT007 2017/12/4 0:00:00
08:22:38.676 @PLT008 
08:22:38.677 @PLT009 2018/8/6 8:22:37
08:22:38.678 @PLT010 系统管理员
08:22:38.679 @PLT012 10
08:22:38.683 @PLT001 20171206001
08:22:38.684 @PLT002 
08:22:38.685 @PLT003 1746
08:22:38.686 @PLT004 59-1.009.01.005
08:22:38.687 @PLT007 2017/12/4 0:00:00
08:22:38.688 @PLT008 后板806*150*18少做1块，3号养
08:22:38.689 @PLT009 2018/8/6 8:22:37
08:22:38.690 @PLT010 系统管理员
08:22:38.690 @PLT012 20
08:22:38.694 @PLS001 20171206001
08:22:38.695 @PLS002 49
08:22:38.696 @PLS003 2017/12/4 0:00:00
08:22:38.698 @PLS004 2017/12/4 0:00:00
08:22:38.699 @PLS005 2017/12/10 0:00:00
08:22:38.700 @PLS006 2018/8/6 8:22:37
08:22:38.701 @PLS007 系统管理员
08:22:38.704 @PRS001 1746
08:22:38.705 @PRS002 51-1.001.03.006
08:22:38.706 @PRS007 2017/12/4 0:00:00
08:22:38.708 @PLT001 20171206001
08:22:38.709 @PLT002 
08:22:38.710 @PLT003 1746
08:22:38.711 @PLT004 51-1.004.01.001
08:22:38.712 @PLT007 2017/12/4 0:00:00
08:22:38.713 @PLT008 
08:22:38.714 @PLT009 2018/8/6 8:22:37
08:22:38.715 @PLT010 系统管理员
08:22:38.716 @PLT012 200
08:22:38.720 @PLT001 20171206001
08:22:38.721 @PLT002 
08:22:38.722 @PLT003 1746
08:22:38.723 @PLT004 51-1.001.02.016
08:22:38.724 @PLT007 2017/12/4 0:00:00
08:22:38.725 @PLT008 
08:22:38.726 @PLT009 2018/8/6 8:22:37
08:22:38.727 @PLT010 系统管理员
08:22:38.728 @PLT012 40
08:22:38.731 @PLT001 20171206001
08:22:38.732 @PLT002 
08:22:38.734 @PLT003 1746
08:22:38.735 @PLT004 59-1.002.04.004
08:22:38.735 @PLT007 2017/12/4 0:00:00
08:22:38.736 @PLT008 
08:22:38.737 @PLT009 2018/8/6 8:22:37
08:22:38.738 @PLT010 系统管理员
08:22:38.739 @PLT012 20
08:22:38.743 @PRS001 1746
08:22:38.744 @PRS002 51-1.004.01.003
08:22:38.745 @PRS007 2017/12/4 0:00:00
08:22:38.747 @PLT001 20171206001
08:22:38.748 @PLT002 
08:22:38.749 @PLT003 1746
08:22:38.750 @PLT004 58-1.002.02.009
08:22:38.751 @PLT007 2017/12/4 0:00:00
08:22:38.752 @PLT008 小后板不用做，包装有配用，小格板随产品
08:22:38.753 @PLT009 2018/8/6 8:22:37
08:22:38.754 @PLT010 系统管理员
08:22:38.755 @PLT012 2
08:22:38.758 @PRS001 1746
08:22:38.759 @PRS002 51-1.002.02.006
08:22:38.760 @PRS007 2017/12/4 0:00:00
08:22:38.762 @PLT001 20171206001
08:22:38.763 @PLT002 
08:22:38.765 @PLT003 1746
08:22:38.766 @PLT004 51-1.001.02.007
08:22:38.767 @PLT007 2017/12/4 0:00:00
08:22:38.768 @PLT008 
08:22:38.769 @PLT009 2018/8/6 8:22:37
08:22:38.770 @PLT010 系统管理员
08:22:38.771 @PLT012 60
08:22:38.775 @PLT001 20171206001
08:22:38.776 @PLT002 
08:22:38.777 @PLT003 1746
08:22:38.778 @PLT004 59-1.003.03.009
08:22:38.779 @PLT007 2017/12/4 0:00:00
08:22:38.779 @PLT008 
08:22:38.780 @PLT009 2018/8/6 8:22:37
08:22:38.781 @PLT010 系统管理员
08:22:38.782 @PLT012 30
08:22:38.786 @PLT001 20171206001
08:22:38.787 @PLT002 
08:22:38.788 @PLT003 1746
08:22:38.789 @PLT004 58-1.008.01.001
08:22:38.790 @PLT007 2017/12/4 0:00:00
08:22:38.791 @PLT008 
08:22:38.792 @PLT009 2018/8/6 8:22:37
08:22:38.793 @PLT010 系统管理员
08:22:38.794 @PLT012 10
08:22:38.797 @PLT001 20171206001
08:22:38.798 @PLT002 
08:22:38.799 @PLT003 1746
08:22:38.800 @PLT004 59-1.002.04.005
08:22:38.801 @PLT007 2017/12/4 0:00:00
08:22:38.802 @PLT008 
08:22:38.803 @PLT009 2018/8/6 8:22:37
08:22:38.804 @PLT010 系统管理员
08:22:38.805 @PLT012 10
08:22:38.808 @PRS001 1746
08:22:38.809 @PRS002 51-1.004.01.004
08:22:38.810 @PRS007 2017/12/4 0:00:00
08:22:38.813 @PRS001 1746
08:22:38.814 @PRS002 58-1.005.02.001
08:22:38.815 @PRS007 2017/12/4 0:00:00
08:22:38.817 @PLT001 20171206001
08:22:38.818 @PLT002 
08:22:38.819 @PLT003 1743
08:22:38.820 @PLT004 58-1.006.04-2.005
08:22:38.821 @PLT007 2017/12/4 0:00:00
08:22:38.822 @PLT008 
08:22:38.823 @PLT009 2018/8/6 8:22:37
08:22:38.824 @PLT010 系统管理员
08:22:38.825 @PLT012 10
08:22:38.829 @PRS001 1746
08:22:38.830 @PRS002 64-1.002.01.004
08:22:38.831 @PRS007 2017/12/4 0:00:00
08:22:38.833 @PLT001 20171206001
08:22:38.834 @PLT002 20171130001
08:22:38.835 @PLT003 1745
08:22:38.836 @PLT004 51-1.003.03.002
08:22:38.837 @PLT007 2017/11/27 0:00:00
08:22:38.838 @PLT008 
08:22:38.839 @PLT009 2018/8/6 8:22:37
08:22:38.840 @PLT010 系统管理员
08:22:38.841 @PLT012 30
08:22:38.845 @PLT001 20171206001
08:22:38.846 @PLT002 
08:22:38.847 @PLT003 1746
08:22:38.848 @PLT004 52-2.004.01.004
08:22:38.849 @PLT007 2017/12/4 0:00:00
08:22:38.850 @PLT008 
08:22:38.852 @PLT009 2018/8/6 8:22:37
08:22:38.853 @PLT010 系统管理员
08:22:38.854 @PLT012 44
08:22:38.857 @PRS001 1746
08:22:38.858 @PRS002 64-1.003.02.003
08:22:38.860 @PRS007 2017/12/4 0:00:00
08:22:38.862 @PRS001 1746
08:22:38.863 @PRS002 51-1.001.02.014
08:22:38.864 @PRS007 2017/12/4 0:00:00
08:22:38.866 @PLT001 20171206001
08:22:38.867 @PLT002 
08:22:38.868 @PLT003 1746
08:22:38.869 @PLT004 51-1.004.01.005
08:22:38.870 @PLT007 2017/12/4 0:00:00
08:22:38.870 @PLT008 
08:22:38.871 @PLT009 2018/8/6 8:22:37
08:22:38.872 @PLT010 系统管理员
08:22:38.873 @PLT012 100
08:22:38.877 @PRS001 1746
08:22:38.878 @PRS002 51-1.001.02.011
08:22:38.879 @PRS007 2017/12/4 0:00:00
08:22:38.881 @PRS001 1745
08:22:38.882 @PRS002 51-1.003.03.002
08:22:38.883 @PRS007 2017/11/27 0:00:00
08:22:38.885 @PLT001 20171206001
08:22:38.886 @PLT002 
08:22:38.887 @PLT003 1746
08:22:38.888 @PLT004 51-1.003.01.004
08:22:38.889 @PLT007 2017/12/4 0:00:00
08:22:38.890 @PLT008 中斗面少做2块，组装车间有配用
08:22:38.891 @PLT009 2018/8/6 8:22:37
08:22:38.892 @PLT010 系统管理员
08:22:38.893 @PLT012 60
08:22:38.896 @PRS001 1746
08:22:38.897 @PRS002 51-1.001.03.001-3
08:22:38.898 @PRS007 2017/12/4 0:00:00
08:22:38.900 @PRS001 1746
08:22:38.901 @PRS002 58-1.002.02.007
08:22:38.902 @PRS007 2017/12/4 0:00:00
08:22:38.904 @PRS001 1746
08:22:38.905 @PRS002 51-1.003.03.012
08:22:38.906 @PRS007 2017/12/4 0:00:00
08:22:38.908 @PLT001 20171206001
08:22:38.909 @PLT002 
08:22:38.910 @PLT003 1746
08:22:38.911 @PLT004 51-1.001.02.002
08:22:38.912 @PLT007 2017/12/4 0:00:00
08:22:38.913 @PLT008 
08:22:38.914 @PLT009 2018/8/6 8:22:37
08:22:38.915 @PLT010 系统管理员
08:22:38.916 @PLT012 60
08:22:38.919 @PLT001 20171206001
08:22:38.921 @PLT002 20171130001
08:22:38.921 @PLT003 1746
08:22:38.922 @PLT004 61-1.001.02.021
08:22:38.923 @PLT007 2017/11/27 0:00:00
08:22:38.924 @PLT008 
08:22:38.925 @PLT009 2018/8/6 8:22:37
08:22:38.926 @PLT010 系统管理员
08:22:38.927 @PLT012 10
08:22:38.931 @PLT001 20171206001
08:22:38.932 @PLT002 
08:22:38.933 @PLT003 1746
08:22:38.934 @PLT004 51-1.002.02.005
08:22:38.934 @PLT007 2017/12/4 0:00:00
08:22:38.935 @PLT008 大后板有配用，大格板小格板小后板随产品
08:22:38.936 @PLT009 2018/8/6 8:22:37
08:22:38.937 @PLT010 系统管理员
08:22:38.938 @PLT012 30
08:22:41.484 @PST001 1746
08:22:41.487 @PST002 61-1.001.02.021
08:22:41.489 @PST030 False
08:22:41.494 @PST001 1746
08:22:41.496 @PST002 59-1.002.04.011
08:22:41.497 @PST030 False
08:22:41.499 @PLS001 20171206001
08:22:41.501 @PLS006 2018/8/6 8:22:41
08:22:41.502 @PLS007 系统管理员
08:22:41.504 @PLS009 True
08:22:41.509 @PST001 1746
08:22:41.510 @PST002 51-1.001.02.002
08:22:41.512 @PST030 False
08:22:41.515 @PST001 1745
08:22:41.517 @PST002 58-1.007.01.004
08:22:41.518 @PST030 False
08:22:41.521 @PST001 1746
08:22:41.522 @PST002 59-1.003.03.010
08:22:41.523 @PST030 False
08:22:41.525 @PST001 1746
08:22:41.526 @PST002 51-1.002.01.006
08:22:41.527 @PST030 False
08:22:41.529 @PST001 1746
08:22:41.530 @PST002 58-1.007.03.002
08:22:41.532 @PST030 False
08:22:41.534 @PST001 1746
08:22:41.535 @PST002 51-1.002.09.010
08:22:41.536 @PST030 False
08:22:41.538 @PST001 1746
08:22:41.540 @PST002 51-1.002.09.009
08:22:41.541 @PST030 False
08:22:41.543 @REV001 FormPlanStock
08:22:41.544 @REV002 20171206001
08:22:41.545 @REV003 00001
08:22:41.546 @REV004 2018/8/6 8:22:41
08:22:41.547 @REV005 反审核
08:22:41.548 @REV006 
08:22:41.550 @PST001 1746
08:22:41.551 @PST002 51-1.005.06.002
08:22:41.552 @PST030 False
08:22:41.554 @PST001 1746
08:22:41.555 @PST002 58-1.008.01.002
08:22:41.556 @PST030 False
08:22:41.558 @PST001 1746
08:22:41.559 @PST002 51-1.002.02.006
08:22:41.560 @PST030 False
08:22:41.563 @PST001 1746
08:22:41.564 @PST002 52-2.004.01.004
08:22:41.565 @PST030 False
08:22:41.566 @PST001 1743
08:22:41.568 @PST002 58-1.007.01.002
08:22:41.568 @PST030 False
08:22:41.570 @PST001 1746
08:22:41.572 @PST002 51-1.001.03.006
08:22:41.573 @PST030 False
08:22:41.574 @PST001 1746
08:22:41.575 @PST002 58-1.008.01.001
08:22:41.576 @PST030 False
08:22:41.578 @PST001 1746
08:22:41.579 @PST002 58-1.002.08.002
08:22:41.580 @PST030 False
08:22:41.582 @PST001 1746
08:22:41.583 @PST002 51-1.008.03.003
08:22:41.584 @PST030 False
08:22:41.586 @PST001 1746
08:22:41.587 @PST002 59-1.002.06.003
08:22:41.588 @PST030 False
08:22:41.590 @PST001 1746
08:22:41.591 @PST002 51-1.001.02.010
08:22:41.592 @PST030 False
08:22:41.594 @PST001 1748
08:22:41.595 @PST002 61-1.002.05.006
08:22:41.596 @PST030 False
08:22:41.598 @PST001 1746
08:22:41.599 @PST002 59-1.002.04.006
08:22:41.600 @PST030 False
08:22:41.602 @PST001 1746
08:22:41.603 @PST002 51-1.002.12.001
08:22:41.604 @PST030 False
08:22:41.613 @PST001 1743
08:22:41.615 @PST002 58-1.006.04-2.007-1
08:22:41.616 @PST030 False
08:22:41.618 @PST001 1746
08:22:41.619 @PST002 58-1.005.02.001
08:22:41.620 @PST030 False
08:22:41.622 @PST001 1746
08:22:41.624 @PST002 51-1.003.03.006
08:22:41.625 @PST030 False
08:22:41.627 @PST001 1745
08:22:41.628 @PST002 51-1.003.03.010
08:22:41.629 @PST030 False
08:22:41.632 @PST001 1746
08:22:41.633 @PST002 59-1.009.01.005
08:22:41.634 @PST030 False
08:22:41.636 @PST001 1745
08:22:41.637 @PST002 58-1.001.02.009-1
08:22:41.638 @PST030 False
08:22:41.640 @PST001 1746
08:22:41.641 @PST002 64-1.002.01.004
08:22:41.642 @PST030 False
08:22:41.644 @PST001 1746
08:22:41.645 @PST002 64-1.005.01.007-1
08:22:41.646 @PST030 False
08:22:41.648 @PST001 1746
08:22:41.649 @PST002 59-1.003.03.012-1
08:22:41.650 @PST030 False
08:22:41.652 @PST001 1746
08:22:41.654 @PST002 51-1.001.01.002
08:22:41.655 @PST030 False
08:22:41.656 @PST001 1746
08:22:41.657 @PST002 51-1.001.02.016
08:22:41.658 @PST030 False
08:22:41.660 @PST001 1745
08:22:41.661 @PST002 51-1.001.02.013
08:22:41.662 @PST030 False
08:22:41.664 @PST001 1746
08:22:41.665 @PST002 51-1.002.05.004
08:22:41.666 @PST030 False
08:22:41.668 @PST001 1746
08:22:41.669 @PST002 59-1.002.04.009
08:22:41.670 @PST030 False
08:22:41.672 @PST001 1743
08:22:41.673 @PST002 58-1.006.04-2.002
08:22:41.674 @PST030 False
08:22:41.676 @PST001 1746
08:22:41.677 @PST002 51-1.003.03.005
08:22:41.678 @PST030 False
08:22:41.680 @PST001 1746
08:22:41.681 @PST002 61-1.003.03.011-1
08:22:41.682 @PST030 False
08:22:41.685 @PST001 1746
08:22:41.686 @PST002 59-1.002.04.005
08:22:41.687 @PST030 False
08:22:41.689 @PST001 1746
08:22:41.690 @PST002 51-1.004.01.004
08:22:41.691 @PST030 False
08:22:41.693 @PST001 1746
08:22:41.694 @PST002 64-1.003.02.003
08:22:41.695 @PST030 False
08:22:41.697 @PST001 1746
08:22:41.698 @PST002 58-1.002.02.009
08:22:41.699 @PST030 False
08:22:41.702 @PST001 1746
08:22:41.703 @PST002 51-1.005.06.006
08:22:41.704 @PST030 False
08:22:41.705 @PST001 1746
08:22:41.706 @PST002 59-1.001.02.002-1
08:22:41.707 @PST030 False
08:22:41.709 @PST001 1743
08:22:41.710 @PST002 58-1.001.01.002
08:22:41.711 @PST030 False
08:22:41.713 @PST001 1746
08:22:41.715 @PST002 51-1.001.03.001-3
08:22:41.715 @PST030 False
08:22:41.717 @PST001 1746
08:22:41.718 @PST002 51-1.003.03.003
08:22:41.719 @PST030 False
08:22:41.721 @PST001 1746
08:22:41.722 @PST002 51-1.002.01.007
08:22:41.723 @PST030 False
08:22:41.725 @PST001 1743
08:22:41.726 @PST002 58-1.006.04-2.005
08:22:41.727 @PST030 False
08:22:41.729 @PST001 1746
08:22:41.730 @PST002 51-1.001.02.007
08:22:41.732 @PST030 False
08:22:41.734 @PST001 1746
08:22:41.735 @PST002 58-1.005.01.005
08:22:41.736 @PST030 False
08:22:41.738 @PST001 1746
08:22:41.739 @PST002 59-1.002.02.008
08:22:41.740 @PST030 False
08:22:41.742 @PST001 1746
08:22:41.743 @PST002 52-2.003.03.002
08:22:41.744 @PST030 False
08:22:41.746 @PST001 1745
08:22:41.747 @PST002 51-1.006.02.006
08:22:41.748 @PST030 False
08:22:41.750 @PST001 1745
08:22:41.751 @PST002 51-1.003.03.002
08:22:41.752 @PST030 False
08:22:41.754 @PST001 1746
08:22:41.755 @PST002 51-1.004.01.001
08:22:41.756 @PST030 False
08:22:41.758 @PST001 1746
08:22:41.759 @PST002 59-1.002.02.002
08:22:41.760 @PST030 False
08:22:41.762 @PST001 1746
08:22:41.763 @PST002 51-1.006.03.002-1
08:22:41.764 @PST030 False
08:22:41.766 @PST001 1746
08:22:41.767 @PST002 51-1.003.01.004
08:22:41.768 @PST030 False
08:22:41.770 @PST001 1746
08:22:41.771 @PST002 59-1.003.03.009
08:22:41.772 @PST030 False
08:22:41.774 @PST001 1746
08:22:41.776 @PST002 51-1.005.06.004
08:22:41.776 @PST030 False
08:22:41.778 @PST001 1746
08:22:41.780 @PST002 59-1.002.04.004
08:22:41.781 @PST030 False
08:22:41.783 @PST001 1746
08:22:41.784 @PST002 51-1.003.03.012
08:22:41.785 @PST030 False
08:22:41.786 @PST001 1743
08:22:41.788 @PST002 58-1.006.04-2.006
08:22:41.789 @PST030 False
08:22:41.791 @PST001 1746
08:22:41.792 @PST002 51-1.002.02.005
08:22:41.793 @PST030 False
08:22:41.795 @PST001 1746
08:22:41.796 @PST002 51-1.002.09.011
08:22:41.797 @PST030 False
08:22:41.799 @PST001 1746
08:22:41.800 @PST002 51-1.004.01.003
08:22:41.801 @PST030 False
08:22:41.803 @PST001 1746
08:22:41.804 @PST002 51-1.001.03.010
08:22:41.805 @PST030 False
08:22:41.807 @PST001 1746
08:22:41.808 @PST002 59-1.003.01.003
08:22:41.809 @PST030 False
08:22:41.811 @PST001 1746
08:22:41.812 @PST002 59-1.001.01.001
08:22:41.813 @PST030 False
08:22:41.815 @PST001 1746
08:22:41.816 @PST002 58-1.002.02.007
08:22:41.817 @PST030 False
08:22:41.819 @PST001 1746
08:22:41.820 @PST002 58-1.007.02.001
08:22:41.821 @PST030 False
08:22:41.823 @PST001 1743
08:22:41.824 @PST002 58-1.001.02.013-1
08:22:41.825 @PST030 False
08:22:41.827 @PST001 1746
08:22:41.828 @PST002 59-1.005.02.002
08:22:41.829 @PST030 False
08:22:41.831 @PST001 1746
08:22:41.832 @PST002 51-1.001.02.014
08:22:41.833 @PST030 False
08:22:41.835 @PST001 1746
08:22:41.837 @PST002 59-1.002.04.010
08:22:41.837 @PST030 False
08:22:41.840 @PST001 1746
08:22:41.841 @PST002 64-1.002.10.008
08:22:41.842 @PST030 False
08:22:41.844 @PST001 1743
08:22:41.845 @PST002 58-1.006.04-2.009
08:22:41.846 @PST030 False
08:22:41.848 @PST001 1746
08:22:41.849 @PST002 59-1.002.10.015
08:22:41.850 @PST030 False
08:22:41.852 @PST001 1748
08:22:41.853 @PST002 56-1.002.05.002
08:22:41.854 @PST030 False
08:22:41.856 @PST001 1746
08:22:41.857 @PST002 59-1.002.04.008
08:22:41.858 @PST030 False
08:22:41.860 @PST001 1746
08:22:41.862 @PST002 51-1.001.03.005
08:22:41.863 @PST030 False
08:22:41.864 @PST001 1746
08:22:41.865 @PST002 59-1.003.03.002
08:22:41.866 @PST030 False
08:22:41.868 @PST001 1745
08:22:41.869 @PST002 51-1.003.03.011
08:22:41.870 @PST030 False
08:22:41.873 @PST001 1746
08:22:41.874 @PST002 51-1.004.01.005
08:22:41.875 @PST030 False
08:22:41.878 @PST001 1746
08:22:41.879 @PST002 59-1.002.10.010
08:22:41.880 @PST030 False
08:22:41.881 @PST001 1746
08:22:41.883 @PST002 51-1.001.02.011
08:22:41.883 @PST030 False
08:23:30.677 @PSW001 20180713004
08:23:30.680 @PSW006 False
08:23:30.682 @PSW007 2018/8/6 8:23:30
08:23:30.683 @PSW008 系统管理员
08:23:30.690 @REV001 FormPlanStockWork
08:23:30.692 @REV002 20180713004
08:23:30.693 @REV003 00001
08:23:30.694 @REV004 2018/8/6 8:23:30
08:23:30.695 @REV005 审核
08:23:30.696 @REV006 
08:23:33.079 @PST013 2018/7/13 0:00:00
08:23:33.097 @PST013 2018/7/13 0:00:00
08:23:33.103 @PSX002 未完工
08:23:33.104 @PSX007 10
08:23:33.106 @PSX008 
08:23:33.107 @PSX009 2018/8/6 8:23:33
08:23:33.109 @PSX010 系统管理员
08:23:33.110 @idx 5760
08:23:33.117 @PST013 2018/7/13 0:00:00
08:23:33.122 @PST013 2018/7/13 0:00:00
08:23:33.129 @PSX002 未完工
08:23:33.131 @PSX007 20
08:23:33.133 @PSX008 床铺板及底板外购
08:23:33.134 @PSX009 2018/8/6 8:23:33
08:23:33.136 @PSX010 系统管理员
08:23:33.137 @idx 5755
08:23:33.142 @PSX002 未完工
08:23:33.143 @PSX007 10
08:23:33.144 @PSX008 
08:23:33.145 @PSX009 2018/8/6 8:23:33
08:23:33.146 @PSX010 系统管理员
08:23:33.147 @idx 5762
08:23:33.154 @PSX002 未完工
08:23:33.155 @PSX007 30
08:23:33.156 @PSX008 
08:23:33.157 @PSX009 2018/8/6 8:23:33
08:23:33.159 @PSX010 系统管理员
08:23:33.160 @idx 5754
08:23:33.164 @PSX002 未完工
08:23:33.166 @PSX007 30
08:23:33.167 @PSX008 
08:23:33.169 @PSX009 2018/8/6 8:23:33
08:23:33.170 @PSX010 系统管理员
08:23:33.172 @idx 5750
08:23:33.178 @PST013 2018/7/13 0:00:00
08:23:33.182 @PSW001 20180713004
08:23:33.184 @PSW002 刨床
08:23:33.185 @PSW003 2018/7/13 0:00:00
08:23:33.187 @PSW004 2018/7/12 0:00:00
08:23:33.188 @PSW007 2018/8/6 8:23:33
08:23:33.189 @PSW008 系统管理员
08:23:33.191 @PSW009 100.00
08:23:33.192 @PSW010 2018/6/6 0:00:00
08:23:33.197 @PSX002 未完工
08:23:33.198 @PSX007 60
08:23:33.200 @PSX008 
08:23:33.201 @PSX009 2018/8/6 8:23:33
08:23:33.202 @PSX010 系统管理员
08:23:33.204 @idx 5751
08:23:33.209 @PST013 2018/7/13 0:00:00
08:23:33.213 @PST013 2018/7/13 0:00:00
08:23:33.217 @PSX002 未完工
08:23:33.218 @PSX007 10
08:23:33.220 @PSX008 床铺板及底板外购
08:23:33.221 @PSX009 2018/8/6 8:23:33
08:23:33.222 @PSX010 系统管理员
08:23:33.224 @idx 5757
08:26:00.485 @PST001 1823-4
08:26:00.487 @PST002 51-1.005.06.012
08:26:00.487 @PST030 True
08:26:00.490 @PST001 1822
08:26:00.491 @PST002 62-1.002.04.006
08:26:00.492 @PST030 True
08:26:00.493 @PST001 1823-2
08:26:00.495 @PST002 61-1.003.03.013
08:26:00.496 @PST030 True
08:26:00.499 @PST001 1823-1
08:26:00.500 @PST002 51-1.005.06.010
08:26:00.501 @PST030 True
08:26:00.503 @PST001 联系单18.7.25
08:26:00.504 @PST002 2018.07.25.006
08:26:00.505 @PST030 True
08:26:00.507 @PST001 1824-3
08:26:00.508 @PST002 54-1.002.01.007
08:26:00.509 @PST030 True
08:26:00.511 @PST001 1822
08:26:00.513 @PST002 62-1.002.13.001
08:26:00.514 @PST030 True
08:26:00.516 @PST001 1822
08:26:00.517 @PST002 62-1.008.01.001
08:26:00.518 @PST030 True
08:26:00.520 @PST001 1824-3
08:26:00.521 @PST002 54-1.001.02.007-1
08:26:00.522 @PST030 True
08:26:00.524 @PST001 联系单2018.7.29
08:26:00.525 @PST002 2018.07.29.001
08:26:00.526 @PST030 True
08:26:00.527 @PST001 联系单18.7.25
08:26:00.529 @PST002 2018.07.25.004
08:26:00.529 @PST030 True
08:26:00.531 @PST001 1822
08:26:00.532 @PST002 62-1.002.11.001
08:26:00.533 @PST030 True
08:26:00.535 @PST001 1823-4
08:26:00.536 @PST002 51-1.005.06.018
08:26:00.537 @PST030 True
08:26:00.539 @PST001 1823-4
08:26:00.540 @PST002 51-1.004.01.007
08:26:00.541 @PST030 True
08:26:00.543 @PST001 1823-2
